@relation 'ulcer_classification-weka.filters.unsupervised.attribute.Remove-R1-8,10-40,42-50,52-76,79-84,86-106,108-119,121-125,127-145,148-158,160-186'

@attribute color_bgr_r_centroid numeric
@attribute color_lab_a_intensity2 numeric
@attribute color_luv_v_mean numeric
@attribute color_norm_g_variance numeric
@attribute color_norm_r_variance numeric
@attribute color_norm_b_intensity1 numeric
@attribute haralick_bgr_r_contrast numeric
@attribute haralick_lab_b_homogeneity numeric
@attribute haralick_luv_u_correlation numeric
@attribute haralick_bgr_gr_correlation numeric
@attribute haralick_lab_ab_contrast numeric
@attribute lbph_bgr_b_entropy numeric
@attribute classification {ULCER,NON_ULCER}

@data
-0.259259,0,0.024061,-0.977402,-0.994326,-0.015152,-0.989244,0.206162,-0.560701,-0.714915,-0.941974,0.465316,NON_ULCER
-0.333333,0.090909,-0.045436,-0.956103,-0.986296,0.045455,-0.951736,0.060606,-0.585342,-0.728989,-0.915547,0.719758,NON_ULCER
-0.506173,0.030303,-0.025391,-0.984288,-0.992127,-0.075758,-0.997056,-0.419255,-0.861003,-0.939344,-0.966487,0.191587,NON_ULCER
-0.374486,0.090909,-0.117057,-0.992098,-0.99669,0.106061,-0.995155,0.025936,-0.650025,-0.795861,-0.955615,0.534026,NON_ULCER
-0.028807,0.030303,0.025838,-0.921679,-0.952247,-0.136364,-0.786045,-0.097197,-0.576857,-0.655778,-0.810815,0.78847,ULCER
0.283951,0.060606,0.153799,-0.920021,-0.978781,0.015152,-0.66228,-0.180455,-0.559702,-0.466366,-0.742446,0.846646,ULCER
-0.325103,0,0.094809,-0.979291,-0.977964,-0.060606,-0.864184,-0.097854,-0.59051,-0.705665,-0.85691,0.71034,ULCER
-0.242798,-0.090909,0.042273,-0.972055,-0.973722,-0.015152,-0.831982,-0.109952,-0.602916,-0.676204,-0.819163,0.829553,ULCER
-0.489712,-0.090909,-0.026106,-0.925717,-0.948086,-0.060606,-0.882856,-0.261292,-0.68636,-0.83362,-0.840663,0.948595,ULCER
-0.127572,-0.060606,0.101252,-0.944686,-0.98211,-0.015152,-0.88785,-0.376647,-0.729833,-0.785554,-0.815498,0.602764,ULCER
-0.399177,-0.090909,-0.091364,-0.963544,-0.97924,0.075758,-0.839754,-0.11178,-0.640667,-0.760156,-0.868027,0.85649,ULCER
-0.078189,-0.121212,-0.01978,-0.982236,-0.992474,0.136364,-0.864013,-0.318154,-0.728651,-0.748684,-0.876619,0.844169,ULCER
-0.374486,0.060606,0.023923,-0.91559,-0.948077,-0.121212,-0.833922,-0.212111,-0.670264,-0.800264,-0.834677,0.909054,ULCER
-0.176955,0,0.068826,-0.973395,-0.985944,-0.015152,-0.904083,0.167139,-0.499087,-0.642375,-0.869818,0.803081,ULCER
-0.555556,-0.121212,-0.132605,-0.88614,-0.936885,0.015152,-0.841537,0.419224,-0.281441,-0.702586,-0.640891,0.939166,ULCER
-0.09465,-0.030303,0.10621,-0.968263,-0.993984,0,-0.897098,0.025934,-0.508159,-0.56844,-0.822909,0.771413,ULCER
0.061728,0.030303,0.194274,-0.980638,-0.987058,-0.030303,-0.875477,-0.128785,-0.569732,-0.564533,-0.81163,0.771093,ULCER
-0.045267,0.060606,0.121907,-0.955748,-0.988672,-0.045455,-0.928932,-0.391079,-0.742381,-0.784855,-0.86937,0.826086,ULCER
-0.111111,-0.151515,0.198532,-0.919773,-0.981678,-0.060606,-0.923039,0.00336,-0.540186,-0.617557,-0.852512,0.773829,ULCER
-0.078189,-0.030303,0.143886,-0.94009,-0.980699,-0.045455,-0.903663,0.004354,-0.575996,-0.656315,-0.879469,0.792506,ULCER
-0.374486,-0.090909,-0.008897,-0.955778,-0.979942,-0.060606,-0.827848,0.062645,-0.523774,-0.675335,-0.82181,0.855164,ULCER
-0.440329,-0.060606,-0.08254,-0.95175,-0.978702,0,-0.968939,-0.25418,-0.73284,-0.860376,-0.896694,0.845602,ULCER
-0.613169,-0.060606,-0.112176,-0.945783,-0.963289,0.242424,-0.94775,-0.223075,-0.688039,-0.866859,-0.823479,0.763303,ULCER
0.028807,-0.151515,0.258256,-0.964734,-0.99567,0,-0.910885,-0.132942,-0.620969,-0.568477,-0.884722,0.632406,ULCER
0.045267,-0.121212,0.278297,-0.981287,-0.992749,-0.030303,-0.802065,-0.284149,-0.671579,-0.629402,-0.845386,0.687135,ULCER
-0.09465,-0.181818,0.078357,-0.975578,-0.977002,0.136364,-0.754725,-0.537155,-0.799008,-0.782677,-0.865909,0.850047,ULCER
-0.176955,-0.151515,0.129006,-0.981478,-0.989248,-0.060606,-0.935544,0.024119,-0.541287,-0.627042,-0.854223,0.788839,ULCER
-0.514403,-0.060606,-0.086159,-0.915551,-0.916113,0.136364,-0.949772,-0.613007,-0.869376,-0.943916,-0.879143,0.854233,ULCER
0.061728,-0.090909,0.148399,-0.981102,-0.990292,0.060606,-0.844692,-0.254599,-0.650789,-0.595886,-0.839726,0.709683,ULCER
-0.382716,-0.060606,0.010737,-0.980597,-0.982831,-0.075758,-0.916426,-0.055721,-0.639745,-0.766888,-0.896368,0.810128,ULCER
0.004115,-0.121212,-0.073114,-0.982662,-0.978435,0.227273,-0.376989,0.068909,-0.297043,-0.171019,-0.526997,0.874762,ULCER
-0.423868,-0.060606,0.020271,-0.910209,-0.965831,-0.015152,-0.877974,-0.218753,-0.689802,-0.802732,-0.829017,0.799975,ULCER
-0.152263,-0.090909,-0.020183,-0.960075,-0.97996,0.121212,-0.792414,-0.138799,-0.567072,-0.668882,-0.764435,0.85412,ULCER
-0.604938,-0.060606,-0.125334,-0.926083,-0.931309,0.030303,-0.888016,-0.569671,-0.845148,-0.933105,-0.861512,0.832624,ULCER
-0.522634,-0.121212,-0.121648,-0.942702,-0.965642,0.166667,-0.851566,-0.478161,-0.768782,-0.856817,-0.810612,0.798025,ULCER
0.111111,0.090909,0.354556,-0.983493,-0.992288,-0.090909,-0.945951,-0.028942,-0.624581,-0.600345,-0.939042,0.599904,NON_ULCER
-0.045267,0.121212,0.156438,-0.988817,-0.994456,-0.060606,-0.939258,0.127676,-0.54631,-0.63448,-0.922591,0.719255,NON_ULCER
0.102881,0.060606,0.169046,-0.977565,-0.989816,0,-0.889529,-0.089898,-0.643967,-0.625681,-0.910131,0.777379,NON_ULCER
0.209877,0.181818,0.121253,-0.988669,-0.994728,-0.030303,-0.879461,-0.050348,-0.565251,-0.50221,-0.895553,0.756633,NON_ULCER
0.078189,0.212121,0.074669,-0.984535,-0.996169,0.045455,-0.919723,-0.027357,-0.610614,-0.607964,-0.904878,0.758198,NON_ULCER
0.333333,-0.060606,0.329375,-0.90443,-0.989862,-0.015152,-0.965769,-0.155435,-0.610709,-0.537017,-0.849255,0.596162,NON_ULCER
-0.168724,0.151515,0.047321,-0.982916,-0.993047,0,-0.909306,0.209773,-0.529188,-0.641069,-0.934359,0.757556,NON_ULCER
0.407407,-0.121212,0.431988,-0.974144,-0.997942,-0.030303,-0.97622,-0.006392,-0.622025,-0.490664,-0.927641,0.755905,NON_ULCER
0.489712,-0.121212,0.439364,-0.998048,-0.999307,0.015152,-0.972879,0.084866,-0.612134,-0.41254,-0.953009,0.807848,NON_ULCER
0.514403,-0.090909,0.453884,-0.999371,-0.999566,0,-0.990622,-0.018636,-0.701972,-0.540446,-0.9717,0.711183,NON_ULCER
0.44856,0,0.357074,-0.993164,-0.998735,0.030303,-0.963395,-0.365434,-0.801199,-0.710393,-0.954964,0.759979,NON_ULCER
0.497942,-0.060606,0.361581,-0.997005,-0.998311,0.045455,-0.922196,0.097198,-0.564673,-0.350668,-0.929147,0.8116,NON_ULCER
0.497942,-0.030303,0.270418,-0.996874,-0.99927,0.075758,-0.917924,0.067513,-0.58359,-0.372576,-0.935215,0.799921,NON_ULCER
0.119342,0,0.143351,-0.967175,-0.988614,0.060606,-0.895588,0.062844,-0.583419,-0.529379,-0.887165,0.772341,NON_ULCER
0.308642,0.090909,0.292083,-0.974923,-0.996689,0,-0.974021,-0.083292,-0.630739,-0.544288,-0.903942,0.838914,NON_ULCER
0.481481,-0.090909,0.444839,-0.998314,-0.999224,0,-0.979838,0.088125,-0.645345,-0.47537,-0.969989,0.769317,NON_ULCER
0.506173,-0.090909,0.457432,-0.998656,-0.999548,0,-0.983583,0.122479,-0.64595,-0.465649,-0.972758,0.831153,NON_ULCER
0.423868,0.060606,0.394496,-0.991916,-0.997404,-0.015152,-0.963376,0.157009,-0.539545,-0.41211,-0.927437,0.79155,NON_ULCER
0.45679,0,0.312706,-0.99783,-0.997619,0.030303,-0.947722,-0.150062,-0.694967,-0.579431,-0.947878,0.928989,NON_ULCER
0.415638,0,0.160975,-0.994447,-0.997379,0.090909,-0.920518,-0.105402,-0.701606,-0.601669,-0.957651,0.851952,NON_ULCER
0.045267,0.060606,0.107592,-0.975712,-0.985904,0.060606,-0.884383,-0.11976,-0.656115,-0.6294,-0.912208,0.688576,NON_ULCER
0.160494,0.272727,0.069152,-0.977877,-0.992626,-0.060606,-0.94877,-0.195991,-0.663501,-0.668218,-0.874705,0.65197,NON_ULCER
0.341564,0.151515,0.162021,-0.991605,-0.997757,0.030303,-0.953588,-0.08553,-0.633979,-0.583731,-0.914407,0.841416,NON_ULCER
0.440329,0,0.425279,-0.998711,-0.999174,-0.015152,-0.972748,0.037563,-0.642837,-0.504494,-0.960298,0.900594,NON_ULCER
0.497942,-0.030303,0.437238,-0.999037,-0.999367,0,-0.971807,-0.021807,-0.686316,-0.53865,-0.976749,0.679038,NON_ULCER
0.374486,0.060606,0.436686,-0.991535,-0.997281,-0.075758,-0.978154,0.10909,-0.576347,-0.485721,-0.949141,0.656925,NON_ULCER
0.193416,0.060606,0.264198,-0.9948,-0.993731,-0.030303,-0.902453,0.100898,-0.539986,-0.473483,-0.91966,0.683058,NON_ULCER
0.061728,0.424242,-0.005045,-0.96477,-0.987209,0.060606,-0.952029,-0.303069,-0.749418,-0.776799,-0.942829,0.793293,NON_ULCER
-0.028807,0.151515,0.098121,-0.982005,-0.989942,-0.015152,-0.882688,0.165201,-0.529143,-0.627114,-0.921981,0.811053,NON_ULCER
0.399177,0.030303,0.306835,-0.988201,-0.997356,0,-0.940558,-0.060654,-0.624114,-0.530811,-0.930776,0.833319,NON_ULCER
0.382716,0.030303,0.404535,-0.994735,-0.997761,-0.060606,-0.93211,-0.185473,-0.70497,-0.630306,-0.951462,0.804826,NON_ULCER
-0.160494,0.454545,0.166686,-0.860764,-0.935238,-0.212121,-0.965967,0.463023,-0.243258,-0.53184,-0.871977,0.623025,ULCER
-0.111111,0.424242,0.112362,-0.910819,-0.931656,-0.136364,-0.958702,0.274605,-0.355404,-0.528087,-0.884437,0.705004,ULCER
0.176955,-0.030303,0.035394,-0.972596,-0.992793,0.045455,-0.877963,-0.122667,-0.649522,-0.560612,-0.845101,0.777641,ULCER
-0.168724,0.212121,0.090436,-0.952306,-0.979881,-0.106061,-0.944588,-0.26831,-0.72189,-0.79876,-0.919578,0.512075,ULCER
0.497942,-0.212121,0.099312,-0.971377,-0.991771,0.181818,-0.904687,-0.007822,-0.602342,-0.32412,-0.798436,0.707293,ULCER
-0.09465,0.272727,0.08739,-0.854511,-0.939224,-0.181818,-0.957282,-0.091836,-0.615146,-0.760321,-0.908095,0.63687,ULCER
0.563786,-0.333333,0.185269,-0.984304,-0.996908,0.166667,-0.822789,0.067601,-0.62059,-0.313077,-0.839523,0.645295,ULCER
-0.144033,0.333333,0.090055,-0.963932,-0.981175,-0.136364,-0.954247,0.131464,-0.505651,-0.698869,-0.909357,0.813928,ULCER
-0.292181,0.272727,0.046086,-0.917765,-0.960376,-0.090909,-0.949443,-0.208712,-0.675086,-0.810849,-0.901498,0.627671,ULCER
0.012346,0.515152,0.203066,-0.814264,-0.884954,-0.212121,-0.93872,0.239598,-0.266921,-0.484898,-0.784551,0.612752,ULCER
0.127572,0,0.254127,-0.938776,-0.970256,0,-0.913271,-0.293555,-0.724473,-0.696399,-0.781293,0.240131,ULCER
-0.497942,0.212121,-0.027425,-0.870876,-0.925324,-0.090909,-0.892809,-0.098645,-0.580034,-0.823401,-0.849296,0.669364,ULCER
0.473251,0.151515,0.257451,-0.936101,-0.9776,0.075758,-0.937087,-0.695923,-0.896325,-0.826829,-0.865706,0.521092,ULCER
-0.168724,0.424242,0.119003,-0.879841,-0.949079,-0.227273,-0.947552,0.060958,-0.483911,-0.679832,-0.878858,0.668027,ULCER
-0.127572,0.333333,0.038152,-0.740019,-0.856095,-0.136364,-0.5838,-0.238812,-0.620947,-0.724363,-0.837527,0.721074,ULCER
0.226337,0.181818,0.182014,-0.953627,-0.971847,-0.060606,-0.947324,-0.292058,-0.735507,-0.711381,-0.885577,0.482344,ULCER
-0.27572,0.393939,0.05525,-0.918768,-0.940225,-0.19697,-0.943553,0.45881,-0.243555,-0.588308,-0.855404,0.62845,ULCER
0.152263,-0.212121,0.146115,-0.889536,-0.925409,0.090909,-0.969872,-0.326976,-0.764216,-0.717074,-0.776,0.013208,ULCER
-0.399177,0.333333,0.055788,-0.895837,-0.920943,-0.393939,-0.981977,-0.585716,-0.865457,-0.946331,-0.920759,0.728381,ULCER
0.358025,-0.363636,0.179131,-0.986182,-0.993061,0.166667,-0.92186,-0.07391,-0.641045,-0.391098,-0.819081,0.686217,ULCER
-0.242798,0.333333,0.057802,-0.872301,-0.922066,-0.181818,-0.832711,-0.067433,-0.596088,-0.76772,-0.896938,0.542911,ULCER
0.292181,-0.030303,0.24228,-0.860553,-0.962004,-0.015152,-0.815735,-0.311603,-0.674802,-0.627722,-0.577409,0.04998,ULCER
-0.325103,0.272727,0.010472,-0.937525,-0.959262,-0.121212,-0.968711,-0.192255,-0.675994,-0.844779,-0.911801,0.718002,ULCER
0.176955,0.212121,0.015031,-0.962051,-0.980088,0.121212,-0.882687,-0.531125,-0.848986,-0.809576,-0.808087,0.519867,ULCER
0.037037,0.454545,0.107317,-0.633266,-0.790798,-0.212121,-0.902693,-0.168044,-0.567156,-0.707859,-0.806865,0.641359,ULCER
-0.234568,0.212121,0.016001,-0.923221,-0.957013,-0.030303,-0.872166,-0.723984,-0.923087,-0.944638,-0.929066,0.637103,ULCER
-0.251029,0.454545,0.045265,-0.940127,-0.964055,-0.136364,-0.921065,0.342885,-0.276684,-0.580582,-0.841559,0.625702,ULCER
-0.415638,0.333333,0.027071,-0.939822,-0.966184,-0.363636,-0.984661,-0.383404,-0.796556,-0.916497,-0.957081,0.584737,ULCER
0.251029,-0.121212,0.121255,-0.963692,-0.990843,0.121212,-0.892161,-0.186265,-0.727789,-0.645307,-0.86257,0.537787,ULCER
-0.489712,0.30303,0.045062,-0.679521,-0.783148,-0.30303,-0.945832,-0.080284,-0.608906,-0.849164,-0.896409,0.50425,ULCER
0.358025,-0.030303,-0.033872,-0.969713,-0.993238,0.151515,-0.749508,-0.219951,-0.719383,-0.617459,-0.845305,0.712479,ULCER
-0.283951,0.272727,0.062057,-0.927817,-0.956827,-0.090909,-0.928302,-0.043741,-0.591091,-0.76358,-0.91518,0.67638,ULCER
0.522634,-0.090909,0.17952,-0.966603,-0.989877,0.166667,-0.88921,-0.039513,-0.609137,-0.312696,-0.765738,0.391998,ULCER
-0.193416,0.212121,0.075834,-0.932233,-0.961233,-0.060606,-0.733523,0.42215,-0.367214,-0.569661,-0.885414,0.761225,ULCER
0.572016,-0.242424,0.074534,-0.96868,-0.992732,0.181818,-0.862527,0.035009,-0.613516,-0.297228,-0.826492,0.695343,ULCER
0.226337,-0.030303,-0.00856,-0.949782,-0.985471,0.136364,-0.662431,-0.291793,-0.75664,-0.686866,-0.745989,0.624424,ULCER
0.292181,-0.151515,0.191335,-0.998932,-0.999627,0.090909,-0.990778,-0.313551,-0.833427,-0.75442,-0.988313,0.476998,NON_ULCER
0.423868,-0.151515,0.150148,-0.997924,-0.99942,0.121212,-0.968419,0.637611,-0.46832,-0.191352,-0.968849,0.702564,NON_ULCER
0.366255,0.030303,0.12026,-0.992507,-0.997615,0.106061,-0.964598,0.183435,-0.600897,-0.473194,-0.95138,0.794829,NON_ULCER
0.160494,0.030303,-0.084543,-0.987478,-0.991251,0.121212,-0.949271,0.096582,-0.586662,-0.512795,-0.920026,0.684124,NON_ULCER
0.152263,0.090909,0.018347,-0.995911,-0.998861,0.090909,-0.986514,0.254785,-0.56198,-0.545942,-0.964981,0.734305,NON_ULCER
0.423868,-0.030303,-0.220859,-0.977448,-0.986203,0.242424,-0.839327,-0.481444,-0.855654,-0.75493,-0.881139,0.621424,NON_ULCER
0.135802,0.090909,0.05197,-0.938756,-0.982267,0.106061,-0.977979,-0.429914,-0.835608,-0.801299,-0.912411,0.143578,NON_ULCER
0.407407,-0.272727,0.125659,-0.996334,-0.998352,0.166667,-0.949815,0.187487,-0.630754,-0.371165,-0.946779,0.75834,NON_ULCER
0.415638,-0.363636,0.161065,-0.99831,-0.999319,0.151515,-0.913733,0.072974,-0.674887,-0.453629,-0.957733,0.782488,NON_ULCER
0.358025,-0.272727,0.168051,-0.996989,-0.998595,0.136364,-0.947576,0.072798,-0.674954,-0.47174,-0.957611,0.723201,NON_ULCER
0.358025,-0.121212,0.149635,-0.996222,-0.999062,0.106061,-0.986954,-0.264839,-0.798867,-0.710155,-0.971822,0.599013,NON_ULCER
0.415638,-0.121212,0.137989,-0.99724,-0.998582,0.121212,-0.911714,0.308342,-0.541716,-0.302016,-0.941363,0.625253,NON_ULCER
0.44856,-0.030303,0.097218,-0.994157,-0.996373,0.106061,-0.950126,-0.103111,-0.701946,-0.57775,-0.926826,0.726786,NON_ULCER
0.27572,0,0.040331,-0.992793,-0.997121,0.106061,-0.960297,0.143796,-0.600363,-0.475302,-0.946575,0.671738,NON_ULCER
0.135802,0.060606,-0.146902,-0.983246,-0.989268,0.181818,-0.889763,0.070332,-0.585958,-0.513348,-0.913552,0.565908,NON_ULCER
0.489712,-0.151515,-0.229484,-0.980678,-0.993744,0.242424,-0.849911,-0.124516,-0.737774,-0.515131,-0.862367,0.590731,NON_ULCER
0.382716,-0.151515,-0.31104,-0.983584,-0.994949,0.287879,-0.900727,-0.191462,-0.773566,-0.601893,-0.917216,0.67346,NON_ULCER
0.193416,-0.090909,0.103184,-0.975502,-0.992906,0.075758,-0.985288,0.112349,-0.617315,-0.564745,-0.94458,0.427077,NON_ULCER
0.358025,-0.242424,0.112419,-0.998307,-0.999429,0.151515,-0.950847,0.142651,-0.623147,-0.399283,-0.950892,0.749962,NON_ULCER
0.242798,-0.242424,0.093079,-0.996963,-0.99861,0.151515,-0.841839,0.068217,-0.66407,-0.531487,-0.954272,0.743968,NON_ULCER
0.349794,-0.181818,0.132035,-0.998642,-0.999573,0.121212,-0.978403,0.184404,-0.654168,-0.503741,-0.969949,0.779116,NON_ULCER
0.382716,-0.212121,0.137003,-0.996726,-0.999546,0.136364,-0.978514,-0.347024,-0.832624,-0.731946,-0.972555,0.62515,NON_ULCER
0.185185,-0.030303,0.142366,-0.987211,-0.993702,0.090909,-0.973414,0.196736,-0.566977,-0.452091,-0.942626,0.667579,NON_ULCER
0.209877,0.181818,0.04862,-0.967461,-0.992497,0.090909,-0.967939,0.125878,-0.574969,-0.52195,-0.929799,0.625347,NON_ULCER
0.26749,0.090909,0.089613,-0.964583,-0.987655,0.121212,-0.982845,0.216556,-0.577544,-0.464964,-0.930043,0.327919,NON_ULCER
0.283951,-0.272727,0.132392,-0.995921,-0.998969,0.136364,-0.932242,-0.028326,-0.726316,-0.587057,-0.960298,0.853485,NON_ULCER
0.399177,-0.272727,0.155351,-0.998473,-0.998467,0.136364,-0.949007,-0.330375,-0.830189,-0.72289,-0.973328,0.73848,NON_ULCER
0.341564,-0.151515,0.168389,-0.99843,-0.999698,0.106061,-0.984302,0.283061,-0.599143,-0.444356,-0.982857,0.730097,NON_ULCER
0.390947,-0.151515,0.17898,-0.997354,-0.999281,0.121212,-0.9654,0.338996,-0.559481,-0.336847,-0.967261,0.711838,NON_ULCER
0.349794,-0.151515,0.159893,-0.995799,-0.999061,0.106061,-0.981458,0.109618,-0.642792,-0.494086,-0.956755,0.774225,NON_ULCER
0.333333,0.060606,0.110199,-0.996545,-0.998331,0.090909,-0.977892,0.244039,-0.570425,-0.475875,-0.963759,0.690908,NON_ULCER
0.209877,0.060606,0.074897,-0.992549,-0.998189,0.075758,-0.975774,0.304026,-0.556063,-0.514795,-0.970885,0.572161,NON_ULCER
0.119342,0.090909,0.066579,-0.959728,-0.984372,0.121212,-0.981707,-0.36103,-0.824909,-0.786171,-0.933667,-0.025605,NON_ULCER
0.366255,-0.242424,0.122018,-0.99467,-0.998189,0.166667,-0.943826,0.111292,-0.645443,-0.414218,-0.942096,0.68305,NON_ULCER
0.390947,-0.393939,0.138854,-0.998297,-0.999287,0.166667,-0.898944,0.166787,-0.643272,-0.365422,-0.953498,0.825829,NON_ULCER
0.399177,-0.333333,0.171897,-0.997468,-0.99852,0.151515,-0.934332,0.14133,-0.643974,-0.389355,-0.953416,0.829477,NON_ULCER
-0.736626,-0.515152,-0.103236,-0.776194,-0.871493,-0.19697,-0.933809,-0.002164,-0.643329,-0.927158,-0.697003,0.506613,ULCER
-0.580247,-0.333333,-0.066723,-0.96073,-0.953353,0.060606,-0.865359,-0.18412,-0.709757,-0.880954,-0.83826,0.714078,ULCER
-0.662551,-0.363636,-0.052024,-0.773475,-0.93213,0,-0.956527,0.015894,-0.628821,-0.874485,-0.836672,0.750735,ULCER
-0.695473,-0.272727,-0.02208,-0.951412,-0.978445,-0.136364,-0.961924,-0.042896,-0.626893,-0.857165,-0.844857,0.728543,ULCER
-0.8107,-0.333333,-0.050052,-0.816079,-0.872943,-0.060606,-0.900703,-0.149926,-0.625202,-0.881916,-0.708486,0.715433,ULCER
-0.901235,-0.454545,-0.076068,-0.62565,-0.859975,-0.136364,-0.910204,-0.079037,-0.64256,-0.91919,-0.658767,0.603133,ULCER
-0.81893,-0.454545,-0.065356,-0.537191,-0.808572,-0.075758,-0.872845,-0.107659,-0.617415,-0.891069,-0.592923,0.592067,ULCER
-0.695473,-0.272727,-0.056754,-0.928513,-0.979272,-0.045455,-0.966146,-0.090771,-0.651333,-0.868769,-0.846445,0.586229,ULCER
-0.522634,-0.393939,-0.005403,-0.991737,-0.994438,0.075758,-0.924799,-0.395736,-0.847945,-0.908729,-0.948082,0.704977,ULCER
-0.794239,-0.363636,-0.068661,-0.838044,-0.937817,-0.136364,-0.939,-0.025545,-0.643421,-0.888172,-0.806825,0.591554,ULCER
-0.687243,-0.363636,-0.060291,-0.935269,-0.944849,-0.166667,-0.973976,-0.018937,-0.639271,-0.900635,-0.814317,0.597617,ULCER
-0.695473,-0.454545,-0.080906,-0.883971,-0.947849,-0.075758,-0.956265,-0.023802,-0.641473,-0.913793,-0.733855,0.643519,ULCER
-0.728395,-0.424242,-0.071983,-0.855171,-0.965573,-0.242424,-0.964037,-0.026305,-0.641051,-0.906893,-0.78113,0.589403,ULCER
0.069959,0.151515,0.123486,-0.960703,-0.973816,0.090909,-0.735181,-0.396344,-0.649967,-0.532841,-0.527079,0.628812,ULCER
-0.876543,-0.515152,-0.073686,-0.48104,-0.862943,-0.106061,-0.929112,-0.024005,-0.630101,-0.904055,-0.716304,0.500576,ULCER
-0.069959,0.060606,0.184254,-0.963518,-0.977584,-0.045455,-0.936003,-0.728517,-0.902873,-0.911536,-0.792654,0.702928,ULCER
-0.382716,0.181818,0.090218,-0.687856,-0.926336,-0.030303,-0.837358,-0.000739,-0.599427,-0.714396,-0.806621,0.444472,ULCER
-0.358025,-0.121212,-0.001943,-0.957815,-0.969669,-0.060606,-0.950836,-0.423607,-0.807045,-0.880741,-0.903331,0.476287,ULCER
-0.374486,-0.181818,0.092762,-0.937651,-0.989446,0.015152,-0.947768,-0.379564,-0.805011,-0.850525,-0.917664,0.578851,ULCER
-0.777778,-0.363636,-0.071825,-0.957982,-0.968999,-0.015152,-0.957231,-0.047953,-0.64338,-0.897362,-0.827388,0.449897,ULCER
0.037037,-0.30303,0.088061,-0.978952,-0.988676,0.121212,-0.719956,0.005026,-0.54604,-0.520391,-0.788989,0.481073,ULCER
-0.851852,-0.363636,-0.059775,-0.890756,-0.940104,0,-0.967335,-0.020983,-0.631255,-0.89717,-0.78622,0.393372,ULCER
0.028807,-0.212121,0.216239,-0.935026,-0.967171,0,-0.907073,0.021987,-0.540154,-0.496836,-0.768792,0.692652,ULCER
-0.251029,-0.393939,0.097085,-0.986181,-0.984646,0.045455,-0.691472,-0.455414,-0.815672,-0.81969,-0.894006,0.549677,ULCER
-0.102881,0.212121,0.105615,-0.959625,-0.973085,0.015152,-0.902252,-0.653742,-0.886377,-0.896895,-0.85691,0.724723,ULCER
-0.604938,-0.30303,-0.034198,-0.808005,-0.93692,-0.090909,-0.959907,-0.008622,-0.612965,-0.858721,-0.818308,0.697707,ULCER
0.144033,0.424242,0.297952,-0.957983,-0.985972,-0.121212,-0.95377,-0.108609,-0.551129,-0.59459,-0.822258,0.745682,ULCER
-0.489712,-0.363636,0.076069,-0.973539,-0.991705,0.015152,-0.968582,-0.105226,-0.683077,-0.788755,-0.908136,0.556701,ULCER
0.144033,0.545455,0.248414,-0.948873,-0.972146,-0.212121,-0.939336,-0.125246,-0.417654,-0.563174,-0.664753,0.732446,ULCER
-0.45679,-0.333333,0.090936,-0.942686,-0.978412,-0.045455,-0.973865,-0.014672,-0.663049,-0.784069,-0.897997,0.516132,ULCER
0.26749,0.454545,0.274658,-0.931888,-0.95696,-0.212121,-0.876006,-0.307588,-0.570528,-0.597882,-0.537788,0.552124,ULCER
-0.292181,-0.151515,0.104241,-0.95279,-0.976026,-0.015152,-0.967468,-0.338479,-0.791077,-0.852236,-0.913389,0.482912,ULCER
-0.325103,-0.363636,0.103333,-0.967919,-0.994048,-0.030303,-0.975118,-0.36075,-0.806048,-0.858344,-0.928455,0.438562,ULCER
0.012346,-0.121212,0.129031,-0.975317,-0.940461,0.060606,-0.761713,-0.208565,-0.582983,-0.577827,-0.739881,0.590148,ULCER
-0.481481,-0.030303,0.092651,-0.951584,-0.981821,0.106061,-0.978717,-0.33015,-0.803172,-0.873348,-0.925605,0.559143,ULCER
-0.588477,-0.272727,0.002528,-0.973483,-0.962238,0,-0.782007,-0.388798,-0.80064,-0.885919,-0.892825,0.703524,ULCER
-0.415638,-0.333333,0.110297,-0.979091,-0.989317,-0.015152,-0.980453,-0.275497,-0.806447,-0.858141,-0.953416,0.281751,ULCER
-0.144033,0.121212,0.075178,-0.95391,-0.961704,0.090909,-0.807477,0.014768,-0.490659,-0.58493,-0.72453,0.818705,ULCER
-0.366255,-0.090909,0.126253,-0.893526,-0.957913,-0.075758,-0.976382,-0.354071,-0.790461,-0.84692,-0.85858,0.314387,ULCER
0.160494,0,0.351922,-0.967689,-0.981549,-0.060606,-0.955163,-0.241429,-0.64047,-0.596854,-0.70136,0.595706,ULCER
0.45679,-0.212121,0.423396,-0.98709,-0.994679,0.045455,-0.893689,0.207659,-0.426699,-0.083554,-0.729945,0.576856,ULCER
0.251029,0.484848,0.28353,-0.941667,-0.958627,-0.166667,-0.840262,0.100111,-0.265981,-0.315088,-0.649605,0.735116,ULCER
0.144033,0.606061,0.273025,-0.900988,-0.942068,-0.227273,-0.868204,0.003168,-0.389463,-0.510809,-0.692402,0.863416,ULCER
-0.382716,-0.151515,0.178923,-0.968775,-0.978105,-0.19697,-0.877207,-0.407218,-0.746337,-0.815562,-0.843554,0.621069,ULCER
0.004115,-0.272727,0.132185,-0.989267,-0.979987,0.075758,-0.666406,-0.153525,-0.557529,-0.435814,-0.726606,0.727156,ULCER
-0.251029,-0.30303,0.013142,-0.988103,-0.982546,0.121212,-0.68088,-0.002976,-0.488036,-0.601193,-0.703844,0.752485,ULCER
